Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-04-24,202012180R,CAPELLA INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012187M,FIGTECH PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012190H,EMIRATES GENESIS INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012195D,JABEA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012198R,PINEAPPLE VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012214E,VHH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012216G,CMANKE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012232H,INTEGRA VENTURE PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012242C,JSSM AUTOSOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-24,202012248G,PCSD PR CAP III PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-25,202012260E,MZ&C PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-25,202012266K,BLAZETOP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012284N,GREAT NUMBERS (SG) INVESTMENT PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012290D,SALVIA INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012295W,SERAYA MANAGEMENT PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012297Z,THE WOLFPACK INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012303R,EHKT ENERGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012320H,THE WOLFPACK FUND MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012321Z,SHOOTSTA GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012328R,WHAACK INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012331M,NICE FUTURE MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012332D,TCG SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012333N,HUBBELL SING HOLDCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012337W,MINOTAUR MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012338H,QING HENG INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012341E,IP UNITY INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012342R,YATHAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012346Z,"MUANG KHONG CLEAN ENERGY (HOLDING) CO., PTE. LTD.",FINANCIAL AND INSURANCE ACTIVITIES
2020-04-27,202012358N,"MUANG KHONG POWER CO., PTE. LTD.",FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012376W,LYC MEDICARE (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012382G,CIMC LOGISTICS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012387C,VENTURES HUNTER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012389D,NEBULA ONE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012394C,PRE 13 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012399R,EVERYOUNG ENTERPRISE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012400W,EVERYOUNG ENTERPRISE MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012401H,GRAND PROSPERITY ENERGY EURASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012419H,SEGO HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012423R,WINDFLOWER INVESTMENT HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012425W,WINDFLOWER PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012426H,THUNBERGIA INVESTMENT HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012427Z,THUNBERGIA PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012430R,SUNBIRD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012431G,IGIS ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012436C,HENG TAI INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012437M,WEAVE SG JV PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012438D,ROSHMOH CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012440H,"GLP JAPAN INCOME INVESTORS, PTE. LTD.",FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012443C,IGIS ASIA INVESTMENT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012449G,SONG MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012454E,EMK CAPITAL SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-28,202012465H,WESTERN EH04-102 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012476M,EASTERN THRIVING INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012486E,HAILIANG INTERNATIONAL EDUCATION GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012493E,N2CS MARKETING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012501D,YKEE PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012508Z,GWC PORTFOLIO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012514H,SINA HOLDING(SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012515Z,WEIBO HOLDING(SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012524C,KAVLAM HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012527N,SNOWBALL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012532M,PRECISION ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-29,202012557M,AC S520 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012583G,SOLSHINE PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012585H,ALPS ADVISORY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012589M,YU WEALTH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012594K,DRAGONFLY INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012595C,MICF HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012597D,KINGFISHER VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012601W,FALCON ELEVEN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012611K,SAILORS BAY HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012624R,ASTRID CAPITAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012626W,GRAND PROSPERITY ENERGY CORPORATION (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012627H,GRAND PROSPERITY ENERGY INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012628Z,GRAND PROSPERITY ENERGY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012642Z,ULTRA ASIA INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-30,202012662E,HARU & CREAMY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-01,202012667Z,259 CORPORATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-01,202012684M,GLC CONNECTION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-01,202012685D,COLUMBIA TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-01,202012690C,ACRE THAILAND MULTIFAMILY II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-02,202012696G,YUANSEN BUSINESS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-02,202012709Z,REACH GRP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-03,202012722H,PILOT & PILLAR HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012731K,SINGAPORE HUACHUANG INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012736E,DC ALLIANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012742N,GRADIANT INTERNATIONAL OVERSEAS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012744R,LION-OCBC CAPITAL ASIA IV HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012744R,PANTHER II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012753W,WHITE POPLAR CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012766D,HALO HALO HOSPITALITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012767N,NEW CREATIVE INTERNATIONAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012767N,NEW ZHONG QUN INTERNATIONAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012772M,DEVONSHIRE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-04,202012785W,SAMUI SEASCAPES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012820C,EXTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012822D,WMI RENEWABLES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012826G,NAGA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012833G,HUAN YONG GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012836Z,SCREP VI MIRAI SING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012842H,KAISA SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012850Z,THONG XIN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012850Z,TON SING INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012851K,ANT NEST DAY TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012854D,ORO CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012855N,HMB PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012859W,EDEN INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012861D,CASABLANCA RE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012872G,YEOBERG FAMILY HOLDCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012884C,CATCH FIRE DAY TRADING PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012887N,VG INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-05,202012915W,CHRONOS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012937E,TREETOP VERITAS MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012950N,BCP VIII HOLDING CO. PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012964K,ND SUMMERTIME PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012971K,COMET ASIA HOLDINGS I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012974D,AGP EPC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012977R,COMET ASIA HOLDINGS II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012978G,PADHIE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012983E,CHU YANG BROTHERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012987H,SITI 8 CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012990E,DP AEROGELS INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202012992G,TRICOR TRUST (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-06,202013002W,INCUBATE FUND MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-07,202013020C,3N VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-07,202013037K,TIRUMOOLAA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-07,202013052C,WEWORK RESOURCES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-07,202013061D,RMDL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013067H,EJP INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013071R,HIGHER VIEW HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013076K,32RE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013085M,NERINGA INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013099H,KAC MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013099H,OB3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013104N,COOLING FOUNTAIN INVESTMENTS HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013116H,NEW HORIZON MANAGERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013119C,CALVIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013121G,GALAXY BRIGHT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013123H,PACIFIC HARBOR NORTH AMERICAN RESOURCES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013128D,HAP SENG GROUP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013138R,WHITE OCEAN CAP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013139G,ULTRALAZ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013140C,BELUGA CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-08,202013149Z,SEALED INVESTORS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-09,202013155H,HERITAGE INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-09,202013158C,MAYFAIR GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-09,202013160G,MINT VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-09,202013161W,BILLMONT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-09,202013169E,GREENWOOD ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-09,202013178G,SWAN RE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-10,202013211H,CALAXIS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-10,202013219R,CLARICONSULT & COMMUNICATIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013224N,GIANT CROSSINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013226R,HARPCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013241G,PRO-SCHILD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013256N,AKR ZELL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013262D,32RE SINGAPORE CO-LIVING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013289E,RE ASIA DEVELOPMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013290Z,OUE EASTERN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013291K,TECWELL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-11,202013293M,ORCHID VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013329D,YU FENG CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013331H,YOOWON HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013335M,PERPETUAL FAMILY OFFICE PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013344N,ID-INNOVATICA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013351N,FUNDON CAMBODIA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013352E,MAONENG GROUP HOLDING PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013361G,WISELY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013375D,GRANGE HILL VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013381M,MWB SHELFCO 65 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013392R,FENG HUI CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013396Z,MSA MANAGEMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013397K,FENG HUI FOUNDATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013401E,APLENITUDE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013401E,FENG HUI WEALTH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013402R,M CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013406Z,ARKASIA (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013417D,SILVER WHEEL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-12,202013419E,AAX SINGAPORE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013461C,C S WONG HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013464N,GALAXY BRIGHT 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013465E,WINSURE GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013470D,A1 INVESTMENT & CONSULTANT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013471N,DHOST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013474G,LIGHTHOUSE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013487M,MS ENGLISH 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013489N,ALAMO RE II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013490H,TELEVEST SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013496N,SOGAT 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013500H,TSUNAGU INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-13,202013505D,GUUD (AFRICA) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013524W,CROWNGLOBAL CAPITAL HOLDINGS SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013543M,LIMTZ ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013546E,INNOVENT INVESTECH FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013557H,LTHS FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013565Z,EU INTERNATIONAL INVESTMENT MANAGEMENT FOUNDATION LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013566K,EQUANIMITY (BLOCKCHAIN) HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013567C,RW JAPAN NEW 21 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013569D,FUNDIN HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013571H,OZEAN INSURANCE AGENCY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013572Z,WEE TC INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013576D,HERITAGE HORIZON CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013580K,GREAT SYSTEM HOLDINGS (PRIVATE) LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013597Z,ISQ FUND II ASIA CREDIT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013602E,BKB POWER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013607Z,KAIF NPS SIDECAR (GP) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-14,202013608K,KAIF NPS SIDECAR INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013621Z,26A CORPORATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013634E,291 GEYLANG EATING HOUSE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013641E,TCCP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013642R,GROWTH INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013650G,1111 ADVENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013652H,LIGUST INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013665N,SHOPLINE COMMERCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013667R,CITY DELTA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013669W,FIDATA WEALTH MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013685Z,SHINSHU 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013686K,WINSURE FINANCIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013701H,ESR INDIA LOGISTICS FUND 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013704C,ASPARAGUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013712M,TECHNOVATE VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013719H,NAUTICAL MARINE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-15,202013721N,GHTRADE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-16,202013730R,SECURITY VISION HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013767K,GENTING INTERNATIONAL RESORTS MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013768C,GREENFIELD RESOURCES CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013769M,TNL INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013770G,GRAND KNIGHT INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013771W,CALIDONE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013772H,ZH CHENG HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013780Z,ZH CHENG FO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013781K,GENTING INTERNATIONAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013783M,ZH CHENG INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013790M,STAREAGLE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013793E,CLEAR CURRENTS INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013796W,ASTAARA SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-05-18,202013802N,PELATINA PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
